username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags,mentioned_users,cleaned_text,sentences_tone,document_tones,sadness,tentative,analytical,joy,confident,fear,anger
Pratap438,हमारा एक ही मकसद है जातिवाद छोड़ो नाम के पीछे हिंदू जोड़ो 🙏🙏🙏,n.a,5902,5913,73380,2019-07-14 10:05:27,2020-06-22 03:40:55,174,"Report: Only 6,000 active COVID-19 cases in a state which has around 24 crore population: UP CM @myogiadityanath.

https://t.co/GH53K0Rv6R",[],['@myogiadityanath.'],"report active case state around crore population cm 

",,"[{'score': 0.762356, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
Morgan315428,here i m,"adelaide, south australia",117,6,582,2017-03-23 11:32:59,2020-06-23 01:08:39,53,"Mike #Pompeo urges #CCPChina to have complete transparency on #COVID -19. #CCPChina try to undo everything, including progression of humanity. There is a force forming to end it once for all! ⁦@ding_gang⁩ ⁦@maryann_3040⁩ ⁦@GlobalHimalaya⁩ ⁦@ling52804443⁩ https://t.co/zce62Otyz8","['pompeo', 'ccpchina', 'covid', 'ccpchina']","['@ding_gang\u2069', '@maryann_3040\u2069', '@GlobalHimalaya\u2069', '@ling52804443\u2069']",mike urge complete transparency try undo everything include progression humanity force form end,,"[{'score': 0.851087, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
TexasBoy2011,love your family and pray 🙏🏻 everyday. thank god for what you have. #maga 🇺🇸 #draintheswamp #buildthewall #1 #2 #nra 💪🏻,mid - america,1132,1178,14109,2009-05-27 02:00:25,2020-06-21 04:00:52,0,"@AOC What a GREAT speech it was, it is AMAZING how well our President describes you left wing nuts to a T.
AWESOME job tonight Mr. President and way to go, only allowing so many in due to the CHINESE VIRUS.

LOOKING FORWARD TO THE MANY MORE RALLIES...",[],['@AOC'],"great speech amaze well president describes leave wing nut t.
awesome job tonight mr president way go allow many due chinese virus.

looking forward many rally","[{'sentence_id': 0, 'text': 'great speech amaze well president describes leave wing nut t.', 'tones': [{'score': 0.562787, 'tone_id': 'joy', 'tone_name': 'Joy'}]}, {'sentence_id': 1, 'text': 'awesome job tonight mr president way go allow many due chinese virus.', 'tones': [{'score': 0.648945, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.672469, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 2, 'text': 'looking forward many rally', 'tones': []}]","[{'score': 0.795698, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,,1.0,,,
ayusht27,n.a,muzaffarpur,25,7,38,2011-07-18 04:35:30,2020-06-21 04:19:14,0,"@globaltimesnews  you Chinese make world suffer ,give world Chinese virus,now you preparing war against us ,be ready we comman people of India are also ready . @realDonaldTrump",[],"['@globaltimesnews', '@realDonaldTrump']","chinese make world suffer give world chinese virus,now prepare war ready comman people india also ready",,[],,,,,,,
1BobCatBob,"i don't say anything more than what needs to be heard.

what i say may not be sweet but it is the truth. (dylan)",texas,82,113,19303,2013-05-09 14:41:40,2020-06-22 01:21:51,0,"@Acosta @gtconway3d Why should they be upset?
1 MILLION FILLED THE STADIUM.
THAT'S 1 MILLION SPORES OF THE CORONA VIRUS FILLED THE STADIUM.",[],"['@Acosta', '@gtconway3d']","million fill stadium.
that's million spore corona virus fill stadium","[{'sentence_id': 0, 'text': 'million fill stadium.', 'tones': []}, {'sentence_id': 1, 'text': ""that's million spore corona virus fill stadium"", 'tones': []}]",[],,,,,,,
Ascher1234,"socal mom of 3. yoga, tennis, literature, beach, biewers. 99% of my tweets are political.","huntington beach, ca",192,152,27216,2008-11-13 02:39:07,2020-06-22 02:12:33,311,"It’s June 21, and the Trump admin is still sitting on nearly $14 billion we fought to provide for testing &amp; tracing

And now he's admitted he directed officials to slow testing to keep case numbers low when there’s a spike in COVID-19 cases in many states!
https://t.co/OHN2IxZ7Rz",[],[],"it’s june trump admin still sit nearly billion fought provide test amp tracing

and he's admit directed official slow test keep case number low there’s spike case many states!
","[{'sentence_id': 0, 'text': 'it’s june trump admin still sit nearly billion fought provide test amp tracing', 'tones': [{'score': 0.716301, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 1, 'text': '', 'tones': []}, {'sentence_id': 2, 'text': ""and he's admit directed official slow test keep case number low there’s spike case many states!"", 'tones': [{'score': 0.544275, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.592138, 'tone_id': 'confident', 'tone_name': 'Confident'}]}]","[{'score': 0.573203, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",1.0,,,,,,
7aynx,frank da plant with papers- retired activist -daydreamer -wealth magnet-plantin lover,toronto.,267,300,28464,2012-12-01 04:03:43,2020-06-22 01:20:17,23383,Lack of taste is a symptom of covid-19 https://t.co/o2txxNFLn3,[],[],lack taste symptom,,"[{'score': 0.955445, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
Mr_JamesLandis,"scuba, what does it stand for?            

something's
creepy
under
boat.
andy.",n.a,488,2430,126508,2015-07-19 05:48:45,2020-06-22 02:33:51,7476,"There were so many directions he could have gone- Covid-19, unemployment, the murder of George Floyd, systemic racism, global warming, etc. Instead he chose the ‘whiny victim’ route. THIS is our president????? We deserve better. Register to vote. https://t.co/zMdYhSBOMh",[],[],many direction could go unemployment murder george floyd systemic racism global warm etc instead chose ‘whiny victim’ route president deserve good register vote,,[],,,,,,,
asim_sttropez,"reformed banker; mfa in writing (candidate), sarah lawrence college.",n.a,507,226,1599,2012-01-18 09:10:35,2020-06-22 03:23:40,8067,"There were so many directions he could have gone- Covid-19, unemployment, the murder of George Floyd, systemic racism, global warming, etc. Instead he chose the ‘whiny victim’ route. THIS is our president????? We deserve better. Register to vote. https://t.co/zMdYhSBOMh",[],[],many direction could go unemployment murder george floyd systemic racism global warm etc instead chose ‘whiny victim’ route president deserve good register vote,,[],,,,,,,
gonnagocrynow,"idk what to put here
no justice no peace!",n.a,38,6,518,2020-05-24 02:02:09,2020-06-22 03:19:27,71,"The president is a racist.

Donald Trump calls Covid-19 'Kung Flu' at Tulsa rally | ⁦@guardian⁩  https://t.co/4KaJQnYCwj",[],['@guardian\u2069'],"president racist.

donald trump call kung flu tulsa rally","[{'sentence_id': 0, 'text': 'president racist.', 'tones': []}, {'sentence_id': 1, 'text': 'donald trump call kung flu tulsa rally', 'tones': []}]",[],,,,,,,
cendrin49142470,n.a,"seattle, wa",87,2,497,2017-12-28 03:37:26,2020-06-20 01:55:05,22885,"Trump's rally in Tulsa is indoors, with no social distancing and no mask requirements—all in violation of CDC guidelines. Trump is willing to spread the COVID-19 virus in order to hear some cheers. He is a direct threat to the health of the American people. He must be defeated.",[],[],trump's rally tulsa indoors social distance mask requirements—all violation cdc guideline trump willing spread virus order hear cheer direct threat health american people must defeat,,"[{'score': 0.642915, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.674728, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,1.0,,1.0,,
commiedestroye1,i am a free-market capitalist. i despise communism and socialism for all of the lies they have poisoned the world with. i firmly believe in the bill of rights.,n.a,47,53,6024,2018-09-10 21:40:05,2020-06-21 02:22:30,0,"@DanRather Actually, there was, Dan. It's initial base form, it was a natural virus. COVID-19 is spliced together by human meddling. See the difference? In trying to build a better mouse trap, a member of the Chinese government unleashed it to the general public. It takes 5 minutes to find.",[],['@DanRather'],actually dan initial base form natural virus splice together human meddle see difference try build good mouse trap member chinese government unleash general public take minute find,,"[{'score': 0.648388, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.509723, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,1.0,,,
30WVPROUD,"wife, mother, rnfa, american citizen....wildlife hobby photographer, https://t.co/b7nlgftkvp. ""family of five eagles"", conservative, loves christ and family time.",united states,419,431,24797,2018-01-29 13:31:03,2020-06-20 02:55:08,0,@TheRightMelissa @Acosta AMEN. Glad there’s people who realize this. Mask for COVID represents muzzles and control......It’s not about the virus.,[],"['@TheRightMelissa', '@Acosta']",amen glad there’s people realize mask covid represent muzzle control......it’s virus,,"[{'score': 0.648545, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,,1.0,,,
Marina1227,n.a,n.a,540,212,37175,2009-04-04 18:17:21,2020-06-20 02:53:40,28,"But the presence of AC likely doesn't in and of itself increase your risk of getting the virus. 

In fact, combined with social distancing, face masks, proper ventilation and humidity control are great tools for guarding against infection https://t.co/eLGK7WG5iz https://t.co/dX60jXhb5n",[],[],"presence ac likely increase risk get virus 

in fact combine social distance face mask proper ventilation humidity control great tool guard infection","[{'sentence_id': 0, 'text': 'presence ac likely increase risk get virus ', 'tones': [{'score': 0.91961, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 1, 'text': '', 'tones': []}, {'sentence_id': 2, 'text': 'in fact combine social distance face mask proper ventilation humidity control great tool guard infection', 'tones': []}]","[{'score': 0.893364, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,1.0,,,,,
k_dukkha,"newly ""woke"" progressive and deeply concerned citizen, believes in the power of the people to stand up to fascism and authoritarianism, we are in this together",n.a,446,158,12998,2017-01-21 13:50:05,2020-06-23 01:08:22,6716,We thought the COVID-19 scandal was Trump learning of the virus in January and doing nothing effective or relevant to curtail it until March. Wait until America learns the White House had all the details on the virus in November and failed to prevent the *December* outbreak here.,[],[],think scandal trump learn virus january nothing effective relevant curtail march wait america learn white house detail virus november fail prevent december outbreak,,"[{'score': 0.926977, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
Bird_Nerd92,black lives matter! anti-trump is pro-democracy,usa,754,674,21103,2012-11-13 23:43:39,2020-06-21 04:18:50,0,"Omg during his rally tonight, Trump called the corona virus the “Kung Flu.” He made an openly racist joke as people APPLAUDED. Sick. He’s sick.",[],[],omg rally tonight trump call corona virus “kung flu.” make openly racist joke people applaud sick he’s sick,,[],,,,,,,
OBrien41216022,blue no matter who.            black lives matter,"san diego, ca",3209,1932,57729,2015-08-06 01:32:06,2020-06-21 04:05:46,10705,6 members of Trump's Tulsa advance staff have tested positive for COVID-19. Each may have infected hundreds with the virus already.,[],[],member trump's tulsa advance staff test positive may infect hundred virus already,,[],,,,,,,
LanzMorial,😌,ph,666,1210,139546,2013-05-28 16:37:25,2020-06-21 02:47:08,3,South Korea has reported 48 new cases of COVID-19 as health authorities struggle to contain a resurgence that’s erasing some of the country’s hard-won gains against the virus. https://t.co/pPZriYA88d,[],[],south korea report new case health authority struggle contain resurgence that’s erase country’s hard-won gain virus,,"[{'score': 0.515917, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,,,1.0,,
margoschloss,"digital marketing manager and serial entrepreneur  owner, e-commerce shop kuradesign handbags  part-time actress and world traveler.",n.a,1951,638,6648,2008-09-29 01:44:09,2020-06-22 01:18:22,747,"President Trump just admitted that he directed officials to slow testing.

And even though there's a spike in COVID-19 cases in many states:

The Trump administration still hasn’t yet spent nearly $14 billion we fought to provide for testing and tracing!

https://t.co/OHN2IxZ7Rz",[],[],"president trump admit directed official slow testing.

and even though there's spike case many states:

the trump administration still hasn’t yet spend nearly billion fought provide test tracing!

","[{'sentence_id': 0, 'text': 'president trump admit directed official slow testing.', 'tones': [{'score': 0.751512, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, {'sentence_id': 1, 'text': ""and even though there's spike case many states:"", 'tones': [{'score': 0.525791, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.920855, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 2, 'text': '', 'tones': []}, {'sentence_id': 3, 'text': 'the trump administration still hasn’t yet spend nearly billion fought provide test tracing!', 'tones': [{'score': 0.716301, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}]","[{'score': 0.634524, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.709421, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,1.0,,,,
elis000,i make television shows. baseball fan. traveler. adventurer. explorer. realist.,n.a,103,10,1043,2017-02-03 20:53:27,2020-06-23 01:09:33,0,@Ken_Rosenthal @JeffPassan @JesseRogersESPN Maybe it would best to just cancel the season. Covid-19 is exploding across the country. Not all players are going to play and those that do are at risk. Is it really worth it?,[],"['@Ken_Rosenthal', '@JeffPassan', '@JesseRogersESPN']",maybe would best cancel season explode across country player go play risk really worth,,"[{'score': 0.681699, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.660937, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,1.0,,,,
junecrotty,"author, mother, grandmother, christian, it's time to unite & work toward a better future for our children. #maga #trump2020","vero beach, fl",1214,2758,83386,2010-07-08 13:14:33,2020-06-21 02:35:28,1256,"Why did the Washington Post all of a sudden remove the daily China Virus death tracker from its front page now that COVID deaths are decreasing nationwide?

I guess it just doesn’t fit their narrative anymore.

🤔",[],[],"washington post sudden remove daily china virus death tracker front page covid death decrease nationwide?

i guess doesn’t fit narrative anymore.

🤔","[{'sentence_id': 0, 'text': 'washington post sudden remove daily china virus death tracker front page covid death decrease nationwide?', 'tones': [{'score': 0.511428, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 1, 'text': 'i guess doesn’t fit narrative anymore.', 'tones': [{'score': 0.640493, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.946222, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 2, 'text': '🤔', 'tones': []}]","[{'score': 0.630541, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.893364, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",1.0,1.0,,,,,
