index,username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags,mentioned_users,cleaned_text,sentences_tone,document_tones,analytical,fear,sadness,anger,confident,tentative,joy
40,lay_anthony,interested in politics. pro labor. pro unions. essendon.  tottenham hotspur.  personal views.  retweet does not mean endorsement,australia,2030,412,12158,2013-11-25 10:02:55,2020-06-21 04:12:11,21,"Asians, brace yourself for another uptick of racism against us.
——
Trump refers to COVID as 'Chinese virus,' 'kung flu' at Tulsa rally - ABC News https://t.co/zAbieI814M",[],[],"asian brace another uptick racism us.
——
trump refers covid chinese virus kung flu tulsa rally abc news","[{'sentence_id': 0, 'text': 'asian brace another uptick racism us.', 'tones': []}, {'sentence_id': 1, 'text': '——', 'tones': []}, {'sentence_id': 2, 'text': 'trump refers covid chinese virus kung flu tulsa rally abc news', 'tones': [{'score': 0.653099, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}]","[{'score': 0.668742, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
41,mrofaiell,just want some peace,n.a,27,8,25,2020-06-04 04:00:05,2020-06-20 01:55:02,22885,"Trump's rally in Tulsa is indoors, with no social distancing and no mask requirements—all in violation of CDC guidelines. Trump is willing to spread the COVID-19 virus in order to hear some cheers. He is a direct threat to the health of the American people. He must be defeated.",[],[],trump's rally tulsa indoors social distance mask requirements—all violation cdc guideline trump willing spread virus order hear cheer direct threat health american people must defeat,,"[{'score': 0.642915, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.674728, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,,,,1.0,,
42,GermanMidwest,"i am white, a mix of red and blue
-- i live and work among trumpers, exposing their ugly thoughts.
-- i ask dems 'how will you pay for that when money leaves?'",se wisconsin,94,8,3509,2019-08-11 15:11:32,2020-06-20 03:19:04,25950,"Trump's rally in Tulsa is indoors, with no social distancing and no mask requirements—all in violation of CDC guidelines. Trump is willing to spread the COVID-19 virus in order to hear some cheers. He is a direct threat to the health of the American people. He must be defeated.",[],[],trump's rally tulsa indoors social distance mask requirements—all violation cdc guideline trump willing spread virus order hear cheer direct threat health american people must defeat,,"[{'score': 0.674728, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.642915, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,1.0,,
43,kordeitys,n o r m a n i,n.a,102,261,54335,2014-10-13 23:33:09,2020-06-20 03:13:36,25981,"Trump's rally in Tulsa is indoors, with no social distancing and no mask requirements—all in violation of CDC guidelines. Trump is willing to spread the COVID-19 virus in order to hear some cheers. He is a direct threat to the health of the American people. He must be defeated.",[],[],trump's rally tulsa indoors social distance mask requirements—all violation cdc guideline trump willing spread virus order hear cheer direct threat health american people must defeat,,"[{'score': 0.642915, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.674728, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,,,,1.0,,
44,wjlaboy,coffee enthusiast; computer nerd;,"cleveland, oh",134,11,169,2018-05-18 03:38:52,2020-06-22 03:39:52,1536,"Jamaica has recorded 14 new cases in the last 24 hours, with all 14 being imported cases coming from the recent flights from the United States. 

Jamaica now has 184 actives cases of COVID-19. https://t.co/YySFwGnqTk",[],[],"jamaica record new case last hour import case come recent flight united state 

jamaica active case","[{'sentence_id': 0, 'text': 'jamaica record new case last hour import case come recent flight united state ', 'tones': [{'score': 0.767076, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': '', 'tones': []}, {'sentence_id': 2, 'text': 'jamaica active case', 'tones': [{'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.543112, 'tone_id': 'confident', 'tone_name': 'Confident'}]}]","[{'score': 0.921915, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.815257, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,,,,1.0,,
45,Virus3220,instagram me : qais_ni,n.a,111,24,247,2013-03-01 21:54:13,2020-06-22 01:19:58,47,"On Sunday if ya feel green, there's still a feeling! I once heard someone pulled in a handicap spot with a cavity. No George Floyd here but she ran out of gas from running on E! Lots died from covid-19 that day. I ""take no chances"" A F cloud is plume, hackers everywhere? No! #ii https://t.co/3ykwM5KPoz",[],[],sunday ya feel green there's still feel hear someone pull handicap spot cavity george floyd run gas run lot die day take chance cloud plume hacker everywhere,,"[{'score': 0.618386, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.898329, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,1.0,,,1.0,
46,Ramzanahmramza1,n.a,"dubai, united arab emirates",1227,200,750,2020-06-17 12:39:46,2020-06-22 01:18:40,19,"Dubai eases air travel: International health insurance, #COVID-19 test and completed Health Declaration Form are mandatory for tourists visiting Dubai https://t.co/HFaIfWMPIx",['covid'],[],dubai ease air travel international health insurance test complete health declaration form mandatory tourist visit dubai,,"[{'score': 0.797389, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
47,urban_barnacle,he/him ; profile pic source: https://t.co/pgwtcxs6nt,n.a,3054,331,40256,2016-11-21 07:12:57,2020-06-22 02:13:16,19,"Also, the homeless population in America: scorned, abused, and now also left to die from COVID-19.

https://t.co/YpG8G6w0yg",[],[],also homeless population america scorn abuse also leave die,,"[{'score': 0.756804, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,1.0,,,,
48,KittyLists,hi fatties!,n.a,528,280,9004,2018-03-18 20:06:13,2020-06-21 02:42:45,258,Chinese virus!,[],[],chinese virus,,[],,,,,,,
49,Jonnylito,i'm all for humanity finally having peace.,n.a,1704,234,1219,2017-04-29 07:01:05,2020-06-21 03:34:34,0,@michaeljknowles @CNN Where's the outrage at the Chinese people beating up African people who lived in China. When the CCP told the Chinese people they were spreading virus. https://t.co/8Y57PrAJiv,[],"['@michaeljknowles', '@CNN']",where's outrage chinese people beat african people live china ccp tell chinese people spread virus,,[],,,,,,,
50,UNIDAs99,大ちゃん、網、宇宙、肉、全裸、ポエム👀,n.a,100,134,42157,2017-04-22 05:03:37,2020-06-22 02:12:10,129,"The studies on masks aren’t perfect, but that’s typical of many issues involving health risks — from mercury contamination to cancer screenings.

It’s still better to make decisions based on an incomplete body of evidence than to ignore evidence altogether https://t.co/896Mki5Xuj https://t.co/FD3NR8MlZk",[],[],"study mask aren’t perfect that’s typical many issue involve health risk mercury contamination cancer screenings.

it’s still well make decision base incomplete body evidence ignore evidence altogether","[{'sentence_id': 0, 'text': 'study mask aren’t perfect that’s typical many issue involve health risk mercury contamination cancer screenings.', 'tones': [{'score': 0.501324, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.587989, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': 'it’s still well make decision base incomplete body evidence ignore evidence altogether', 'tones': [{'score': 0.608953, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.873624, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.704642, 'tone_id': 'confident', 'tone_name': 'Confident'}]}]","[{'score': 0.616006, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.912808, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,1.0,,,,
51,Sundogsbd61,n.a,ms,514,651,52136,2017-03-05 04:23:17,2020-06-22 02:30:04,847,"These Governors are complicit in premeditated murder for [knowingly] sending #CoronaVirus/#COVID patients to nursing homes

✔️ #AndrewCuomo New York
✔️ #GretchenWhitmer Michigan
✔️ #GavinNewsom California
✔️ #PhilMurphy New Jersey
✔️ #TomWolf Pennsylvania
✔️ #JayInslee Washington","['coronavirus', 'covid']",[],"governor complicit premeditate murder knowingly send patient nurse homes

 new york
 michigan
 california
 new jersey
 pennsylvania
 washington","[{'sentence_id': 0, 'text': 'governor complicit premeditate murder knowingly send patient nurse homes', 'tones': []}, {'sentence_id': 1, 'text': '', 'tones': []}, {'sentence_id': 2, 'text': ' new york', 'tones': []}, {'sentence_id': 3, 'text': ' michigan', 'tones': []}, {'sentence_id': 4, 'text': ' california', 'tones': []}, {'sentence_id': 5, 'text': ' new jersey', 'tones': []}, {'sentence_id': 6, 'text': ' pennsylvania', 'tones': []}, {'sentence_id': 7, 'text': ' washington', 'tones': []}]",[],,,,,,,
52,Husain_ysr,"patriot , muslim(shia) and social well being",n.a,47,25,208,2020-04-14 09:23:56,2020-06-21 03:30:26,4,"#PromoteAllAktuStudents #cancelfinalyearexams #StudentsLivesMatters #AKTUSharmKaro  covid cases crosses 4 lakhs and UP with 15k+ cases.Aktu still want virus to get spread in 4th year students,we need ""general promotion"".
  @AKTU_Lucknow @ChiefSecyUP","['promoteallaktustudents', 'cancelfinalyearexams', 'studentslivesmatters', 'aktusharmkaro']","['@AKTU_Lucknow', '@ChiefSecyUP']","covid case cross lakhs cases.aktu still want virus get spread year students,we need general promotion"".
","[{'sentence_id': 0, 'text': 'covid case cross lakhs cases.aktu', 'tones': [{'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': 'still want virus get spread year students,we need general promotion"".', 'tones': []}]","[{'score': 0.50589, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,,,,1.0,
53,baijorge,"anybody can learn to code, everybody should learn to code.
#bitcoin #endthefed #shitposter #tinkering 😁","zamora, michoacán",784,1469,50249,2010-07-28 02:13:14,2020-06-22 01:38:46,161,"Aquí un verdadero experto sobre la situación de la pandemia en nuestro país. ⬇️⬇️⬇️

Thank you so much @DrEricDing for looking our way, we need all the help we can get. As you can see, our COVID-19 situation is in dire straits &amp; nothing being done about it by our authorities. https://t.co/kF7E6ZWZPm",[],['@DrEricDing'],"aquí un verdadero experto sobre la situación de la pandemia en nuestro país 

thank much look way need help get see situation dire strait amp nothing do authority","[{'sentence_id': 0, 'text': 'aquí un verdadero experto sobre la situación de la pandemia en nuestro país ', 'tones': []}, {'sentence_id': 1, 'text': '', 'tones': []}, {'sentence_id': 2, 'text': 'thank much look way need help get see situation dire strait amp nothing do authority', 'tones': [{'score': 0.710929, 'tone_id': 'joy', 'tone_name': 'Joy'}]}]",[],,,,,,,
54,FangtasticMAGA,let's unite for #trump2020 for a better tomorrow and leave no patriot behind! #maga #voteredtosaveamerica #expecttheunexpected ❤🇺🇸,...behind you,2966,2536,835,2010-06-11 00:27:24,2020-06-22 02:12:01,435,"Could we love our President @realDonaldTrump anymore?? 

This left wing rag called him racist for calling coronavirus “Kung flu”

Donald Trump calls Covid-19 'kung flu' at Tulsa rally | Donald Trump | The Guardian https://t.co/CflEMxvwEH",[],['@realDonaldTrump'],"could love president anymore 

this leave wing rag call racist call coronavirus “kung flu”

donald trump call kung flu tulsa rally donald trump guardian","[{'sentence_id': 0, 'text': 'could love president anymore ', 'tones': [{'score': 0.670495, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.984352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 1, 'text': '', 'tones': []}, {'sentence_id': 2, 'text': 'this leave wing rag call racist call coronavirus “kung flu”', 'tones': [{'score': 0.564046, 'tone_id': 'anger', 'tone_name': 'Anger'}]}, {'sentence_id': 3, 'text': '', 'tones': []}, {'sentence_id': 4, 'text': 'donald trump call kung flu tulsa rally donald trump guardian', 'tones': []}]","[{'score': 0.865388, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,,,,1.0,
55,OveckaHelen,wtf happened?!!part of the revolution. trump is a whiney little bitch. i hate whiney little bitches. i am a preexisting condition.,"philadelphia, pa",9899,9924,303138,2015-05-27 21:34:08,2020-06-23 01:28:54,12653,"Amid surge in Florida COVID-19 cases, Fla. Gov. DeSantis changed guidelines for ICU reporting.  He doesn't want hospitals to report the number of patients in ICU beds.  He only wants hospitals to report number of patients in ICU beds who require an “intensive level of care.”",[],[],amid surge florida case fla gov desantis change guideline icu report want hospital report number patient icu bed want hospital report number patient icu bed require “intensive level care.”,,"[{'score': 0.663532, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,,,1.0,,
56,lambert_pp,veteran.signed the dotted line.canada wake up.fight for the right.or lose it.your choice .,canada,5000,2331,240215,2016-03-13 06:52:10,2020-06-20 01:58:57,7,"COVID-19 Updates: Calgary doctors call for mandatory masks in public | Masks mandatory now at Calgary, Edmonton airports https://t.co/u4ltsqMk5N",[],[],update calgary doctor call mandatory mask public mask mandatory calgary edmonton airport,,"[{'score': 0.531789, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,1.0,,,,
57,JDSIRLANCELOT,"trust in christ alone for salvation. work with special needs people. personal trainer. veteran. love mr trump. pro israel, pro life, pro 1st and 2nd amendment.","ohio, usa",1598,830,4760,2013-07-05 18:20:38,2020-06-23 01:27:17,0,"@SpringSteps @PictureAnon Of course it will go up the cases of the Chinese virus. The riots doesn't seem to be destroying Mr Trump and his supporters that much, so now they have to revert back play this stupid virus.",[],"['@SpringSteps', '@PictureAnon']",course go case chinese virus riot seem destroy mr trump supporter much revert back play stupid virus,,"[{'score': 0.576428, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.513082, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,,1.0,,1.0,
58,mikaelahoard,depaul soccer '21,"chicago, il",241,164,1181,2013-08-18 00:30:00,2020-06-23 01:28:20,45462,The reason why America isn’t recovering from COVID-19 as quickly as other countries is because we are a country that values individualism over collectivism. Nobody here wants to do anything that is a minor inconvenience to them in order to protect their neighbors.,[],[],reason america isn’t recover quickly country country value individualism collectivism nobody want anything minor inconvenience order protect neighbor,,"[{'score': 0.5538, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.769135, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,1.0,
