level_0,index,username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags,mentioned_users,cleaned_text,document_tone,sentences_tone
40,1041,DeverGorka,n.a,n.a,443,280,23720,2015-06-30 02:27:41,2020-06-20 03:14:45,0,"@calvinzbest1 Your sister needs to get her facts straight about The Covid-19 Virus. 
And then I hope she will know why it is so important to wear a mask in public.😷😷😷😷😷😷😷😷😷😷😷😷😷😷😷😷😷😷😷😷😷😷😷😷😷😷😷
120,000 + American citizens have died from this Covid-19 Virus.",[],['@calvinzbest1'],"sister need get fact straight virus 
and hope know important wear mask american citizen die virus","{'tones': [{'score': 0.564752, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.965157, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}","[{'sentence_id': 0, 'text': 'sister need get fact straight virus ', 'tones': [{'score': 0.955445, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.942582, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, {'sentence_id': 1, 'text': 'and hope know important wear mask american citizen die virus', 'tones': [{'score': 0.655278, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.687768, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.822231, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}]"
41,1042,GraceAl28188364,n.a,n.a,189,11,1144,2019-09-04 19:26:51,2020-06-22 01:19:19,55,"https://t.co/u2cnHIrGTw
How is it possible select [D] governors thought it was 'safe' to push COVID-19 positive elderly patients back into nursing homes [hot zones]?",[],[],"
how possible select governor think safe push positive elderly patient back nurse home hot zone","{'tones': [{'score': 0.802757, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}",
42,1043,AlynneA67,a canadian praying for change & praying for america. #blacklivesmatter #alllivesmatter #fbr #resistor #resisting from #canada #voteblue2020 #votejoebiden,"winnipeg, manitoba",812,263,20905,2020-04-14 00:05:08,2020-06-23 01:26:42,13,Online poll finds 43 per cent of Chinese-Canadians faced threats over COVID-19 https://t.co/wD4HPtk4UT https://t.co/0j4SlskZed,[],[],online poll find per cent chinese-canadians face threat,"{'tones': [{'score': 0.738972, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.803567, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}",
43,1044,CiRdy341,pasate icdx,costa rica,4310,756,16985,2017-07-10 21:22:04,2020-06-23 01:09:40,0,@OfficialGD102 @Akari_Az COVID 19 LAYOUT,[],"['@OfficialGD102', '@Akari_Az']",covid layout,{'tones': []},
44,1045,larryxisxmyxotp,"the choices we make change the path that we take, but i know that somewhere out there their's a path that we chose",she/her,1572,630,14629,2015-05-08 01:26:47,2020-06-23 01:09:12,26534,"Black Lives Matter. 
COVID-19 still exists. 
Arrest the cops who murdered Breonna Taylor. 
Defund the police. 
Fund community org &amp; education.
Find Vanessa Guillén. 
Justice for Oluwatoyin Salau. 
Hold pedophiles &amp; rapists accountable. 

Thanks for coming to my TED talk.",[],[],"black live matter still exist 
arrest cop murder breonna taylor 
defund police 
fund community org amp education.
find vanessa guillén 
justice oluwatoyin salau 
hold pedophile amp rapist accountable 

thanks come ted talk",{'tones': []},"[{'sentence_id': 0, 'text': 'black live matter still exist ', 'tones': []}, {'sentence_id': 1, 'text': 'arrest cop murder breonna taylor ', 'tones': []}, {'sentence_id': 2, 'text': 'defund police ', 'tones': []}, {'sentence_id': 3, 'text': 'fund community org amp education.', 'tones': []}, {'sentence_id': 4, 'text': 'find vanessa guillén ', 'tones': [{'score': 0.955445, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 5, 'text': 'justice oluwatoyin salau ', 'tones': [{'score': 0.622945, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 6, 'text': 'hold pedophile amp rapist accountable ', 'tones': [{'score': 0.600355, 'tone_id': 'anger', 'tone_name': 'Anger'}]}, {'sentence_id': 7, 'text': '', 'tones': []}, {'sentence_id': 8, 'text': 'thanks come ted talk', 'tones': []}]"
45,1046,jimcee2017,mostly harmless. stevie nicks fan. animal lover.,"oklahoma, usa",790,165,400,2017-01-01 18:00:57,2020-06-22 03:42:46,5,"Trump was angered before the rally, after his campaign revealed 6 advance team members tested positive for COVID-19, including USSS personnel. The president asked why that info was exposed &amp; expressed annoyance that coverage ahead of the event was dominated by that revelation.",[],[],trump anger rally campaign reveal advance team member test positive include usss personnel president ask info expose amp express annoyance coverage ahead event dominate revelation,"{'tones': [{'score': 0.787769, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.525926, 'tone_id': 'confident', 'tone_name': 'Confident'}]}",
46,1047,JenTromans,"i am a photographer. not your typical mom! i'm a trekkie, a scaper, a browncoat, a roswellian and a democrat #theresistance united we stand divided we fall",n.a,5002,4549,488191,2014-03-15 23:40:10,2020-06-20 03:00:06,25264,"Trump's rally in Tulsa is indoors, with no social distancing and no mask requirements—all in violation of CDC guidelines. Trump is willing to spread the COVID-19 virus in order to hear some cheers. He is a direct threat to the health of the American people. He must be defeated.",[],[],trump's rally tulsa indoors social distance mask requirements—all violation cdc guideline trump willing spread virus order hear cheer direct threat health american people must defeat,"{'tones': [{'score': 0.674728, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.642915, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}",
47,1048,dvoicenyc,park chelsea parks commissioner (self appointed). i use this space as a memory extension where i collect twitter wisdom,"park chelsea, nyc",376,27,1965,2010-01-04 20:37:03,2020-06-23 01:09:30,7,"1) I’m reporting on airborne spread of Covid-19 in buildings, &amp; I’d value the thoughts of aerosol scientists on @WHO’s response. https://t.co/hAGd7xv4AU

@LinseyMarr
@Poppendieck
@MugeCevik
@ShellyMBoulder
@CathNoakes
@CorsIAQ
@ProfCharlesHaas",[],"['@WHO’s', '@LinseyMarr', '@Poppendieck', '@MugeCevik', '@ShellyMBoulder', '@CathNoakes', '@CorsIAQ', '@ProfCharlesHaas']","i’m report airborne spread building amp i’d value thought aerosol scientist response 







","{'tones': [{'score': 0.873624, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}",
48,1049,makyosunim,"graduate school
public and international affairs","toronto, ontario",551,197,101058,2017-08-18 11:35:37,2020-06-21 03:33:38,10499,6 members of Trump's Tulsa advance staff have tested positive for COVID-19. Each may have infected hundreds with the virus already.,[],[],member trump's tulsa advance staff test positive may infect hundred virus already,{'tones': []},
49,1050,Iamcmaxwell,"social security disability hearing rep. i'm a believer in social justice, equality for all, forgiveness, and lots of laughter.","florida, usa",4997,3080,73926,2017-08-28 02:07:47,2020-06-22 03:20:56,6,"Getting owned by Covid-19, teenagers and your own fan base’s lack of enthusiasm looks like this.
#TulsaTrumpRally 

 https://t.co/EZSnvTDgX8",['tulsatrumprally'],[],"get own teenager fan base’s lack enthusiasm look like this.
 

","{'tones': [{'score': 0.882284, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}",
50,1051,Martin_Abrams,dad👶🏽👶🏽husband❤mancunian🐝socialist jew✡trade unionist✊national policy officer @rmtunion🚇🚍🚢 bad jungle dj🔥🎧birdwatcher🦅views my own🤔,london,4035,3749,31146,2011-02-23 15:52:15,2020-06-22 01:18:03,143,🦠Suspected covid-19 outbreaks in schools rise by 70% https://t.co/EOGAxYEqlK,[],[],🦠suspected outbreak school rise,"{'tones': [{'score': 0.520742, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.984352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.920855, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}",
51,1052,HinduTiger4,why not a single bjp / hindu mp in 29 lok sabha constutuencies with muslim population more than 40 %. wake up hindus.... rt is not endorsement...,india,1674,454,40518,2019-04-19 16:50:47,2020-06-20 03:17:04,74,It's still Corona Positive for me. The fight with this Virus Continues. Jai Shri Ram....,[],[],still corona positive fight virus continue jai shri ram,"{'tones': [{'score': 0.874372, 'tone_id': 'confident', 'tone_name': 'Confident'}]}",
52,1053,elurzerberth,407,n.a,496,500,27940,2012-04-21 19:53:09,2020-06-22 01:17:47,23411,Lack of taste is a symptom of covid-19 https://t.co/o2txxNFLn3,[],[],lack taste symptom,"{'tones': [{'score': 0.955445, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}",
53,1054,traderaeiou,n.a,n.a,291,66,2111,2009-02-23 16:44:22,2020-06-22 03:38:10,1221,"These Governors are complicit in premeditated murder for [knowingly] sending #CoronaVirus/#COVID patients to nursing homes

✔️ #AndrewCuomo New York
✔️ #GretchenWhitmer Michigan
✔️ #GavinNewsom California
✔️ #PhilMurphy New Jersey
✔️ #TomWolf Pennsylvania
✔️ #JayInslee Washington","['coronavirus', 'covid']",[],"governor complicit premeditate murder knowingly send patient nurse homes

 new york
 michigan
 california
 new jersey
 pennsylvania
 washington",{'tones': []},"[{'sentence_id': 0, 'text': 'governor complicit premeditate murder knowingly send patient nurse homes', 'tones': []}, {'sentence_id': 1, 'text': '', 'tones': []}, {'sentence_id': 2, 'text': ' new york', 'tones': []}, {'sentence_id': 3, 'text': ' michigan', 'tones': []}, {'sentence_id': 4, 'text': ' california', 'tones': []}, {'sentence_id': 5, 'text': ' new jersey', 'tones': []}, {'sentence_id': 6, 'text': ' pennsylvania', 'tones': []}, {'sentence_id': 7, 'text': ' washington', 'tones': []}]"
54,1055,jocve,inmigrant//poet//drummer//doper//philosopher//schizo//fanboi//porteño//douche//brunette lover//absent minded,times square,187,395,90429,2008-04-18 08:35:08,2020-06-21 02:20:42,737,"President Trump used a racist term during his Tulsa rally to refer to coronavirus, which he has previously referred to as the ""Chinese virus"" https://t.co/tdyUBGckdo",[],[],president trump use racist term tulsa rally refer coronavirus previously refer chinese virus,"{'tones': [{'score': 0.874319, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}",
55,1056,Ashikaamar,n.a,n.a,17,14,589,2020-06-17 14:51:47,2020-06-21 03:39:28,0,"@I_love_maggi @DrRPNishank @htTweets Hello sir.... From so many days we r requesting u to postpone neet and jee... Y u e not still opened u r eyes. Do want the deaths is student due to corona virus.... Thn among 256 countries we r in 4 th position after our ""student"" Death may it come to no 1 position.goodluck sir🙏🏻",[],"['@I_love_maggi', '@DrRPNishank', '@htTweets']",hello sir many day request postpone neet jee still open eye want deaths student due corona virus thn among country th position student death may come position.goodluck sir,"{'tones': [{'score': 0.642693, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.817737, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}","[{'sentence_id': 0, 'text': 'hello sir many day request postpone neet jee still open eye want deaths student due corona virus thn among country th position student death may come position.goodluck', 'tones': [{'score': 0.644067, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 1, 'text': 'sir', 'tones': []}]"
56,1057,laylow88861429,#obamagate the obama admin unmasking flynns name was no different than nixon admin breaking into the dnc and placing microphones. prove me wrong.,us of a,1037,670,15904,2018-06-05 23:03:12,2020-06-21 02:24:10,61,"Also... theres very little to no evidence of asymptomatic spread... and no way to prove it either.

People are living in fear that even though they feel fine, they have it... and are basing wearing masks on COVID guesses... even the WHO confirms that
https://t.co/M3l4a8LYeF",[],[],"also theres little evidence asymptomatic spread way prove either.

people living fear even though feel fine base wear mask covid guess even confirms that
","{'tones': [{'score': 0.721603, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.964647, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.989056, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}","[{'sentence_id': 0, 'text': 'also theres little evidence asymptomatic spread way prove either.', 'tones': [{'score': 0.932735, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.741964, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, {'sentence_id': 1, 'text': 'people living fear even though feel fine base wear mask covid guess even confirms that', 'tones': [{'score': 0.810346, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.955608, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.93884, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}]"
57,1058,TracieLVaughn,disabled vet. mp corps; vol #suicidepreventionptsdcounselor#veterans #z99 #resist #fbr #blm #lgbtq #climate  #equality #wtp2020 #preservation,bushkill pa poconos,19311,17745,30275,2009-03-16 00:45:55,2020-06-21 03:36:48,3,"Why isn't there more being done to protect these people? Circumstance doesn't discount thr fact that these are people. This virus isn't gone &amp; it's endangering prisoners all over the country.
#OneV1
#OVINJUSTICE

COVID-19 cases jump at southern NM prison https://t.co/3THiO2Apmv",[],[],do protect people circumstance discount thr fact people virus go amp endanger prisoner case jump southern nm prison,"{'tones': [{'score': 0.580553, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.704642, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.892669, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}",
