index,username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags,mentioned_users,cleaned_text,sentences_tone,document_tones,sadness,joy,tentative,confident,analytical,fear,anger
5040,ModKeita,media/communication strategist. africa region specialist. policy advisor @hrf. @pressfreedom alumn @cpjafrica. enfant du sahel,n.a,5000,2950,38341,2014-06-26 05:45:48,2020-06-22 03:38:16,3250,"An insect flies by the mouth of President @realdonaldtrump as he participates in a coronavirus covid-19 vaccine development event in the Rose Garden at the White House on Friday, May 15, 2020 in Washington, DC. #trump #politics https://t.co/XnMwgF2Vkr",[],['@realdonaldtrump'],insect fly mouth president participates coronavirus vaccine development event rise garden white house friday may washington dc,,"[{'score': 0.58393, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,1.0,,,,
5041,oohussey,"organic gardener, daughter and mom of 3, from beautiful bonnechere valley stuck in toronto during the coronapocalypse.",n.a,146,32,2653,2009-02-15 00:13:20,2020-06-20 02:57:48,13,"Thread As covid-19 cases rise in US states or reappear in places that had flattened, I come across people wondering 'why aren't you telling"" about the seriousness of the .virus. Well, OK! Stand by for some re-reads, remedial reads, reads to share with those you feel need it 1/",[],[],thread case rise state reappear place flatten come across people wonder tell seriousness virus well ok stand re-reads remedial read read share feel need,,[],,,,,,,
5042,katrinacouro,"22, singer, actor, fangirl 🌟🎤","melbourne, australia",1946,561,28390,2010-01-02 11:40:41,2020-06-22 03:21:59,122,"Dimitorov got Covid -19 are Thiem, Novak &amp; Zverev also getting tested?",[],[],dimitorov get covid thiem novak amp zverev also get test,,[],,,,,,,
5043,montu1207,n.a,"gujarat, india",175,230,20199,2013-08-01 11:16:24,2020-06-22 03:38:08,38,"Kanpur: 57 girls at children's shelter home test COVID-19 positive, 5 of them pregnant https://t.co/bf9YPXgC4h",[],[],kanpur girl children's shelter home test positive pregnant,,"[{'score': 0.592131, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.898327, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,,1.0,,,
5044,AmyBlueGal2020,"blue girl in a red state. #nevermypresident. was @cluettamy, suspended and i don’t know why.","boise, id",1500,1291,13379,2020-02-17 01:41:52,2020-06-21 02:40:46,487,"Breaking News: Covid Virus extremely confused at #TrumpRallyFail. ""I'm really disappointed,"" said virus, ""we were going to spread it like warm butter tonight."" Virus adds, ""We'll work with what we got.""",['trumprallyfail'],[],break news covid virus extremely confused i'm really disappoint say virus go spread like warm butter tonight virus add we'll work get,,"[{'score': 0.654326, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",1.0,,,,,,
5045,dallen530,love to read #democrat all my https://t.co/szktxwew9p to watch old westerns.,"florida, usa",4161,3881,9309,2011-12-23 20:27:37,2020-06-21 02:33:18,9978,6 members of Trump's Tulsa advance staff have tested positive for COVID-19. Each may have infected hundreds with the virus already.,[],[],member trump's tulsa advance staff test positive may infect hundred virus already,,[],,,,,,,
5046,karaaabella,carpe diem 🇵🇭,"houston, tx",175,119,2389,2017-11-30 23:33:09,2020-06-23 01:10:09,40435,The reason why America isn’t recovering from COVID-19 as quickly as other countries is because we are a country that values individualism over collectivism. Nobody here wants to do anything that is a minor inconvenience to them in order to protect their neighbors.,[],[],reason america isn’t recover quickly country country value individualism collectivism nobody want anything minor inconvenience order protect neighbor,,"[{'score': 0.5538, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.769135, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,1.0,,
5047,Y_vonneSmithjml,enjoying the life god has blessed me with~thanking him~seeking him daily,n.a,2051,518,14193,2009-04-01 16:34:50,2020-06-22 03:19:45,0,Environmental conditions found to affect stability of virus that causes COVID-19 https://t.co/HlsjOKyJgV,[],[],environmental condition find affect stability virus cause,,"[{'score': 0.951898, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,,1.0,,
5048,hoffman47,"i love my lord god, i love my family, i love this united states of america and i love our president trump.",n.a,2413,958,4047,2009-11-11 23:52:45,2020-06-22 01:37:10,9,@SteveScalise @elwasson Now send a letter to Ron DeSantis and demand answers for his consistent lying about COVID-19 in Florida.,[],"['@SteveScalise', '@elwasson']",send letter ron desantis demand answer consistent lie florida,,"[{'score': 0.54635, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.929993, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,1.0,,
5049,mandarvaa_102,"хэн намайг үгээр гутаана.
хэн намайг үйлдлээр доромжилно. тэр болгон гэгээрэх болтугай. 🙏🙏🙏",улаанбаатар,5479,6766,17763,2014-08-15 02:01:07,2020-06-22 01:19:30,45,Mongolian airlines made first direct flight from Ulaanbaatar to Seattle to deliver 60 000 PPEs donated to the people of USA for their fight with COVID 19. Far is no distance for true friends https://t.co/1geQxvL3EP,[],[],mongolian airline make first direct flight ulaanbaatar seattle deliver ppes donate people usa fight covid far distance true friend,,[],,,,,,,
5050,sammiassari,"viva peru 🇵🇪 carajo
grateful peruvian-american patriot
wwg1wga",n.a,157,41,247,2020-05-26 05:52:51,2020-06-21 02:20:37,809,"Why did the Washington Post all of a sudden remove the daily China Virus death tracker from its front page now that COVID deaths are decreasing nationwide?

I guess it just doesn’t fit their narrative anymore.

🤔",[],[],"washington post sudden remove daily china virus death tracker front page covid death decrease nationwide?

i guess doesn’t fit narrative anymore.

🤔","[{'sentence_id': 0, 'text': 'washington post sudden remove daily china virus death tracker front page covid death decrease nationwide?', 'tones': [{'score': 0.511428, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 1, 'text': 'i guess doesn’t fit narrative anymore.', 'tones': [{'score': 0.640493, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.946222, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 2, 'text': '🤔', 'tones': []}]","[{'score': 0.630541, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.893364, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",1.0,,1.0,,,,
5051,fish_ahoy,"#maga #trump #trump2020 #draintheswamp  
 #bluelivesmatter #helpourvets #potus #flotus #landslide2020 #firstresponders #heros #neverforget911",usa,17429,17549,32907,2017-11-15 17:15:07,2020-06-21 02:28:30,99,"Why was it acceptable to speak out against your country without a mask but showing up to celebrate your country without a mask according to CNN has the potential of being a ""super spreader of the corona virus.""
Yet the mass riots didn't 🙄",[],[],"acceptable speak country without mask show celebrate country without mask accord cnn potential super spreader corona virus.""
yet mass riot","[{'sentence_id': 0, 'text': 'acceptable speak country without mask show celebrate country without mask accord cnn potential super spreader corona virus.""', 'tones': []}, {'sentence_id': 1, 'text': 'yet mass riot', 'tones': []}]",[],,,,,,,
5052,cattalac1,"southern by the grace of god, catholic, and conservative trump patriot #maga.   roll tide roll!  #paperballotts #voterid = #novoterfraud.  1 corinthians 2: 9",n.a,4297,3964,19886,2012-07-15 14:00:36,2020-06-21 02:42:06,23,"Calling it the Chinese virus and Kung Flu is not racist.. 

Because it came from Chy-Na.

They air-mailed it to us, proudly.. 

F*ck off China sympathizers..",[],[],"call chinese virus kung flu racist 

because come chy-na.

they air-mailed proudly 

f*ck china sympathizer","[{'sentence_id': 0, 'text': 'call chinese virus kung flu racist ', 'tones': []}, {'sentence_id': 1, 'text': '', 'tones': []}, {'sentence_id': 2, 'text': 'because come chy-na.', 'tones': [{'score': 0.955445, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 3, 'text': 'they air-mailed proudly ', 'tones': []}, {'sentence_id': 4, 'text': '', 'tones': []}, {'sentence_id': 5, 'text': 'f*ck china sympathizer', 'tones': []}]","[{'score': 0.694442, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,,1.0,,
5053,MakersMark07,recovering republican (i woke up)! 🇺🇸blue leaning independent living in a very red state.,"mississippi, usa 😖",3248,3057,33282,2010-05-22 06:48:16,2020-06-23 01:27:06,531,"Does anyone think it's time for a national plan to fight covid-19?
Anyone? Anyone?",[],[],anyone think time national plan fight anyone,,"[{'score': 0.990161, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.801827, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,1.0,,
5054,KyraNycole,✨insta: kywahbaby ✨,"century city, los angeles",463,626,55088,2013-06-07 06:33:27,2020-06-23 01:26:56,46138,The reason why America isn’t recovering from COVID-19 as quickly as other countries is because we are a country that values individualism over collectivism. Nobody here wants to do anything that is a minor inconvenience to them in order to protect their neighbors.,[],[],reason america isn’t recover quickly country country value individualism collectivism nobody want anything minor inconvenience order protect neighbor,,"[{'score': 0.5538, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.769135, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,1.0,,
5055,AbbyRicker,happy at home for the first time since birth,usa,314,158,2193,2013-03-09 08:36:15,2020-06-22 02:14:13,39684,"Trump had a bad night in Tulsa. Very low turnout. Even his supporters know that COVID-19 is real and dangerous, and should not be spread at an indoor rally. More importantly, maybe people are catching on that he is a pathological liar and a fraud. Let's keep fighting.",[],[],trump bad night tulsa low turnout even supporter know real dangerous spread indoor rally importantly maybe people catch pathological liar fraud let's keep fighting,,"[{'score': 0.615352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,1.0,,,,
5056,_kylaaaaaaaay,lil wayne is the greatest poet of our generation,n.a,121,92,4127,2018-07-26 23:08:05,2020-06-20 03:08:24,26014,"Trump's rally in Tulsa is indoors, with no social distancing and no mask requirements—all in violation of CDC guidelines. Trump is willing to spread the COVID-19 virus in order to hear some cheers. He is a direct threat to the health of the American people. He must be defeated.",[],[],trump's rally tulsa indoors social distance mask requirements—all violation cdc guideline trump willing spread virus order hear cheer direct threat health american people must defeat,,"[{'score': 0.674728, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.642915, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,1.0,1.0,,
5057,Lynn65334615,"i'm a queer 🌈veteran ,piggie lover i like  cure garbage, stevie nicks. been kicked off twice so i'm trying again 😂😂😂🌊🌊🌊resist🌊🌊🌊.love all animals 🐣🐡","richmond, in",3285,2565,64739,2019-07-15 23:42:38,2020-06-22 03:41:45,829,"Elizabeth Warren targets 'egregious' conflicts of interest in Trump's COVID-19 response.

""With more than a hundred thousand Americans dead and tens of millions unemployed, White House decisions should be driven by science, rather than by personal profit."" https://t.co/wQrqpJaCaH",[],[],"elizabeth warren target egregious conflict interest trump's response.

""with hundred thousand american dead ten million unemployed white house decision drive science rather personal profit","[{'sentence_id': 0, 'text': ""elizabeth warren target egregious conflict interest trump's response."", 'tones': [{'score': 0.88939, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.762356, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': '""with hundred thousand american dead ten million unemployed white house decision drive science rather personal profit', 'tones': [{'score': 0.506763, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}]","[{'score': 0.865388, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.802429, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,1.0,,
5058,varunsharmaca,"chartered accountant, nationalist, modi fan...","jaipur, india",45,596,87320,2017-01-14 10:58:54,2020-06-22 03:19:14,366,India will overtake China; survive COVID-19 crisis: BJP MP Subramanian Swamy https://t.co/v0oHmrSWkU via @NewIndianXpress,[],['@NewIndianXpress'],india overtake china survive crisis bjp mp subramanian swamy via,,[],,,,,,,
5059,bbygurlnextdoor,"💙 𝕃𝕆𝕍𝔼 𝕀𝕊 𝔾𝕆𝕆𝔻, 𝕊ℙℝ𝔼𝔸𝔻 𝕃𝕆𝕍𝔼 -𝑴𝒂𝒍𝒄𝒐𝒍𝒎 𝑴𝒄𝑪𝒐𝒓𝒎𝒊𝒄𝒌🌻•мємєηтσ мσяι• ♡ 𝑪𝒂𝒕 𝒎𝒐𝒎𝒎𝒂 ♡ 😻✨",finding peace,706,300,47189,2014-01-25 00:13:03,2020-06-22 01:37:22,23790,Lack of taste is a symptom of covid-19 https://t.co/o2txxNFLn3,[],[],lack taste symptom,,"[{'score': 0.955445, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,,1.0,,
5060,Dreeww_xoxo,figuring it out bish // ucsd’20,your dreams,843,1010,66269,2011-07-07 02:49:55,2020-06-22 03:23:34,108,"#BREAKING Largest single-day increase in worldwide #coronavirus cases reported on Sunday, WHO says https://t.co/Q38FDmp5Dc","['breaking', 'coronavirus']",[],large single-day increase worldwide case report sunday say,,"[{'score': 0.780589, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.506763, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,1.0,1.0,,
5061,BernadetteQ30,a l i e n,n.a,549,96,1634,2015-06-07 10:47:56,2020-06-21 04:04:57,42736,"Trump's rally in Tulsa is indoors, with no social distancing and no mask requirements—all in violation of CDC guidelines. Trump is willing to spread the COVID-19 virus in order to hear some cheers. He is a direct threat to the health of the American people. He must be defeated.",[],[],trump's rally tulsa indoors social distance mask requirements—all violation cdc guideline trump willing spread virus order hear cheer direct threat health american people must defeat,,"[{'score': 0.674728, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.642915, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,1.0,1.0,,
5062,Eychihuahua,"retired independent voter will#votebluenomatterwho. #resist this crazy mofo. senior dog rescue, 17 current residents. love the planet,all its creatures.","georgia, usa",3239,2417,8244,2016-10-16 14:14:45,2020-06-20 01:57:05,22869,"Trump's rally in Tulsa is indoors, with no social distancing and no mask requirements—all in violation of CDC guidelines. Trump is willing to spread the COVID-19 virus in order to hear some cheers. He is a direct threat to the health of the American people. He must be defeated.",[],[],trump's rally tulsa indoors social distance mask requirements—all violation cdc guideline trump willing spread virus order hear cheer direct threat health american people must defeat,,"[{'score': 0.674728, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.642915, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,1.0,1.0,,
